timestamp_utc,container_id,mem_used_raw,mem_used_bytes
2026-02-22T20:23:51.8044544Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.43MiB,63365448
2026-02-22T20:24:52.9888744Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.33MiB,63260590
2026-02-22T20:25:54.1783365Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,59.75MiB,62652416
2026-02-22T20:26:55.3946398Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.61MiB,63554191
2026-02-22T20:27:57.4151106Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.68MiB,63627592
2026-02-22T20:28:59.7599204Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,59.86MiB,62767759
2026-02-22T20:30:02.0773415Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.77MiB,63721964
2026-02-22T20:31:03.2727144Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,59.89MiB,62799217
2026-02-22T20:32:04.4607903Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.91MiB,63868764
2026-02-22T20:33:05.6919085Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.42MiB,63354962
2026-02-22T20:34:07.6478598Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,61.23MiB,64204308
2026-02-22T20:35:10.0278765Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.13MiB,63050875
2026-02-22T20:36:12.2909421Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.09MiB,63008932
2026-02-22T20:37:13.4817315Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,61.07MiB,64036536
2026-02-22T20:38:14.6785044Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.42MiB,63354962
2026-02-22T20:39:15.9092051Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.38MiB,63313019
2026-02-22T20:40:17.9491941Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.16MiB,63082332
2026-02-22T20:41:20.2812410Z,73d04b5b4d7d98a86cc2f94af9e962cbe1047cb54604d2a826cda7ebcc0267fc,60.34MiB,63271076
